5	39	144	2
39	64	219	2
26	20	180	2
15	100	173	2
34	100	215	2
68	22	130	2
133	26	68	2
175	87	35	2
4	162	52	2
79	12	232	2
10	101	161	1
20	96	217	2
29	130	157	2
112	132	56	2
35	22	153	2
23	25	165	2
41	119	220	2
176	51	105	1
57	14	167	2
102	153	60	2
10	237	125	2
13	177	95	1
24	134	248	2
133	55	65	2
116	149	72	2
40	4	181	2
26	69	197	2
80	27	114	2
17	173	225	2
12	126	236	2
18	194	219	2
8	252	160	2
36	7	194	2
33	37	151	2
80	19	206	2
5	179	74	2
12	74	165	1
84	23	175	2
64	11	166	2
30	12	173	2
157	21	109	2
23	77	179	2
9	67	110	2
15	151	118	1
36	6	230	2
17	67	153	1
25	84	239	2
11	252	163	2
42	151	192	2
106	18	153	2
146	14	151	2
19	58	224	2
12	38	203	1
114	154	58	2
16	71	158	1
39	126	220	2
45	24	126	2
19	67	197	2
35	21	206	2
98	75	51	2
26	90	193	2
6	195	98	2
0	46	78	2
35	15	103	2
38	99	185	2
138	23	170	2
10	173	93	2
7	190	126	2
14	94	185	2
9	158	173	2
140	13	60	2
10	75	85	2
40	18	126	2
18	145	137	2
26	77	239	2
16	63	202	2
16	173	184	2
26	68	149	2
10	255	161	2
28	170	129	2
13	142	138	1
35	53	153	2
6	176	42	2
15	81	167	2
29	101	159	2
11	68	117	1
24	124	192	2
101	16	125	2
164	38	128	1
15	123	106	1
80	60	38	2
43	174	195	2
27	70	123	2
40	38	240	2
7	176	162	2
13	37	48	2
137	16	140	2
23	68	243	2
43	109	213	2
90	20	235	2
19	69	255	2
18	77	249	2
49	83	166	2
32	138	175	2
1	110	200	2
37	26	170	2
132	17	76	2
29	157	154	2
56	20	180	2
58	159	61	2
29	80	70	2
0	117	100	2
17	216	105	1
22	91	212	2
16	208	205	2
17	170	244	2
22	44	213	2
26	69	211	2
107	128	136	2
2	183	177	2
18	182	226	2
28	80	208	2
11	14	148	2
173	31	99	2
20	88	52	2
16	213	104	2
71	19	213	2
44	130	206	2
48	29	116	2
17	68	181	2
6	209	150	2
28	47	135	2
9	209	123	2
41	141	221	2
16	155	92	1
14	29	168	2
103	17	106	2
27	137	181	2
18	137	206	2
27	103	205	2
15	74	113	2
115	53	87	2
13	144	113	1
23	53	221	2
120	9	144	2
44	39	216	2
112	112	121	2
14	221	202	2
44	117	239	2
17	99	200	2
19	153	254	2
30	126	164	2
24	80	210	2
24	11	119	2
4	127	114	2
41	166	210	2
7	217	153	2
167	39	125	1
20	140	252	2
178	53	91	1
27	119	146	2
27	159	141	2
9	209	144	2
20	206	131	2
11	252	94	2
44	162	213	2
17	113	255	2
31	98	149	2
21	205	133	2
114	162	44	2
105	127	108	2
2	96	216	2
28	116	184	2
53	6	184	2
21	169	128	2
13	62	184	2
26	77	212	2
12	86	158	1
13	86	187	2
109	12	232	2
20	145	249	2
10	100	164	1
13	88	203	1
14	118	127	2
44	53	222	2
43	109	234	2
24	96	252	2
80	6	243	2
22	96	218	2
150	17	135	2
13	170	105	1
8	176	149	2
8	211	92	2
9	31	156	2
10	108	85	1
16	175	89	1
3	78	91	1
160	22	140	2
112	101	119	2
20	60	196	2
1	118	181	2
8	232	111	2
44	56	163	2
18	124	173	2
17	75	208	2
174	37	104	2
10	173	62	2
30	95	187	2
12	195	128	2
16	191	174	2
14	124	165	2
120	42	73	2
16	193	211	2
51	20	164	2
9	174	171	2
89	184	47	2
26	114	184	2
20	44	104	2
3	120	181	2
5	109	177	2
174	146	47	2
9	147	125	1
0	0	114	2
0	1	179	2
120	7	77	2
11	182	139	2
15	113	255	2
30	83	200	2
7	172	92	2
103	149	106	2
134	17	162	2
11	39	178	1
15	200	228	2
32	17	213	2
20	104	201	2
20	100	176	2
23	104	165	2
43	127	206	2
3	111	203	2
15	79	193	2
32	112	210	2
11	191	187	2
17	166	229	2
11	221	172	2
109	129	117	2
58	115	91	2
25	90	218	2
46	79	226	2
92	18	218	2
57	34	83	2
35	12	234	2
18	178	156	2
26	94	223	2
10	201	117	2
0	108	71	2
55	17	165	2
150	93	33	2
90	3	186	2
28	135	168	2
41	133	222	2
23	47	248	2
10	112	96	1
9	134	145	1
18	161	92	1
174	26	149	2
22	104	191	2
25	142	120	2
133	100	61	2
161	31	142	2
14	81	155	1
10	218	174	2
13	87	158	2
0	28	108	1
28	31	205	2
116	104	125	2
109	25	81	2
42	159	217	2
9	195	124	2
16	71	187	1
156	15	165	2
43	28	64	2
44	94	224	2
27	49	226	2
2	102	210	2
23	240	102	2
40	5	170	2
12	226	177	2
27	138	185	2
101	55	65	2
15	117	170	1
108	28	154	2
13	206	181	2
16	34	112	2
3	167	52	2
90	11	143	2
48	195	34	2
27	108	211	2
17	189	224	2
51	87	199	2
9	218	138	2
63	11	242	2
10	68	172	1
8	72	71	2
27	96	175	2
10	72	89	2
32	135	191	2
46	90	233	2
18	106	137	2
49	31	246	2
32	122	180	2
96	13	195	2
16	230	121	2
27	128	167	2
24	71	250	2
17	199	87	1
46	87	223	2
45	53	223	2
6	173	106	2
28	43	149	2
13	101	126	1
13	181	86	1
18	85	173	2
29	161	138	2
28	128	189	2
12	86	107	1
15	183	103	1
12	176	187	2
15	78	115	2
98	21	186	2
110	46	99	2
4	88	232	2
34	8	251	2
10	98	141	1
17	136	111	1
11	51	134	2
17	43	171	2
150	11	163	2
16	67	42	2
109	135	64	2
136	96	45	2
174	54	76	2
108	19	228	2
10	193	156	2
140	6	124	2
8	171	76	2
124	23	155	2
43	23	152	2
15	147	128	1
122	31	115	2
47	27	240	2
17	229	150	2
99	135	72	2
2	209	39	2
178	42	114	1
27	32	184	2
21	185	142	2
118	73	87	2
9	87	112	1
21	180	153	2
35	11	245	2
15	187	244	2
13	255	108	2
6	200	176	2
42	109	245	2
19	179	248	2
28	97	181	2
174	70	55	2
96	7	189	2
133	17	108	2
15	81	98	2
3	107	198	2
27	116	193	2
2	81	195	2
24	65	236	2
10	190	154	2
16	80	205	1
24	105	195	2
8	247	165	2
29	89	221	2
28	169	136	2
99	97	50	2
20	159	253	2
93	99	88	2
15	96	144	2
116	96	53	2
2	27	144	2
17	47	196	2
24	162	135	2
13	77	203	2
96	102	65	2
12	169	131	1
19	170	254	2
17	96	178	1
110	133	88	2
13	63	218	1
14	143	148	1
17	63	181	1
52	18	155	2
40	19	119	2
119	128	42	2
22	168	156	2
123	119	47	2
27	76	187	2
14	100	125	1
15	143	139	1
24	86	220	2
40	128	229	2
20	79	84	2
110	143	123	2
16	172	185	2
117	102	107	2
11	124	72	1
2	105	237	2
14	81	186	2
30	140	135	2
38	18	159	2
24	92	199	2
103	22	81	2
19	255	157	2
162	33	130	2
26	23	163	2
46	108	225	2
59	181	45	2
7	222	62	2
142	25	153	2
3	88	233	2
12	110	176	1
141	11	160	2
24	69	238	2
16	60	213	2
47	108	232	2
108	25	176	2
1	201	117	2
4	107	195	2
18	98	204	2
25	130	184	2
111	170	57	2
8	122	65	2
30	140	146	2
15	167	241	2
21	112	184	2
6	177	161	2
8	127	54	2
28	117	185	2
21	193	124	2
5	139	130	2
8	170	117	2
7	133	69	2
4	108	130	2
14	184	209	2
20	75	61	2
12	102	212	1
177	97	50	2
17	181	203	2
25	7	215	2
156	18	69	2
179	118	69	2
106	115	126	2
24	177	124	2
15	84	161	1
22	140	179	2
4	189	104	2
159	29	147	2
20	112	193	2
103	8	220	2
106	147	87	2
29	99	235	2
29	132	162	2
26	99	195	2
20	43	214	2
16	154	101	1
8	255	166	2
32	118	167	2
56	9	226	2
24	83	208	2
8	158	102	2
112	200	28	2
17	91	154	2
158	20	155	2
25	108	210	2
49	84	189	2
13	101	177	1
102	65	86	2
157	32	136	2
164	51	116	1
9	174	158	2
16	85	190	2
60	8	226	2
112	180	61	2
75	11	48	2
18	158	254	2
106	163	111	2
9	148	131	1
12	226	168	2
14	158	100	1
24	128	140	2
8	229	108	2
93	95	91	2
6	83	211	2
15	71	191	1
15	94	200	1
4	174	158	2
41	152	194	2
9	188	107	2
38	41	94	2
105	5	206	2
20	62	149	2
17	74	186	1
12	196	182	2
18	166	233	2
9	151	113	2
44	108	175	2
43	43	94	2
5	132	114	2
110	118	156	2
21	10	247	2
20	186	227	2
12	204	136	2
13	85	147	1
172	60	98	1
13	46	182	1
26	85	197	2
17	69	184	2
12	194	147	2
7	179	74	2
0	0	216	2
14	196	207	2
24	75	230	2
165	23	22	2
15	162	187	2
12	169	181	2
10	198	167	2
18	203	236	2
12	205	174	2
21	110	201	2
25	70	236	2
130	17	133	2
114	145	58	2
102	116	117	2
29	114	203	2
45	113	210	2
18	189	239	2
3	191	52	2
41	32	240	2
16	42	67	2
20	123	190	2
114	146	61	2
22	199	142	2
28	75	214	2
177	48	53	2
72	15	170	2
10	86	65	2
27	76	215	2
22	101	255	2
27	241	89	2
108	123	168	2
112	149	103	2
5	69	219	2
103	121	95	2
31	76	165	2
14	91	174	2
0	0	179	2
29	150	148	2
10	213	121	2
98	20	142	2
16	143	194	2
27	166	129	2
153	91	28	2
20	85	216	2
178	78	95	2
5	78	239	2
17	98	104	2
120	12	151	2
20	253	121	2
3	164	53	2
120	1	206	2
114	7	187	2
27	112	162	2
3	78	192	2
16	17	166	2
22	252	95	2
22	195	132	2
14	139	214	2
29	104	155	2
20	80	247	2
14	190	181	2
43	138	220	2
19	86	219	2
120	8	155	2
23	57	200	2
169	35	115	1
27	76	246	2
20	94	182	2
19	245	126	2
17	131	194	2
35	13	220	2
16	68	143	2
21	220	130	2
28	124	198	2
26	64	68	2
25	82	246	2
7	193	139	2
2	110	220	2
25	24	64	2
30	1	181	2
41	127	230	2
5	129	91	2
11	110	81	1
9	187	166	2
15	255	119	2
25	120	241	2
